Model_Type,Dataset,Mutation_Level,Mutate_time,Number_of_Mutants,Number_of_Clusters,Neurons_per_Cluster_param,Max_Cluster_Sz,Min_Cluster_Sz,Mean_Cluster_Sz,Cluster_time,Mutation_Score,MS_time,Total_time
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.106674194,117,39,4,13,13,13,0.018442869,0.68034188,64.08532929,64.21044636
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.086987495,90,30,5,10,10,10,0.016066551,0.707777778,50.16295099,50.26600504
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.085555553,90,30,5,10,10,10,0.017309666,0.707777778,49.96979308,50.0726583
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.08880496,90,30,5,10,10,10,0.016273737,0.707777778,50.35070395,50.45578265
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.086825609,90,30,5,10,10,10,0.015822649,0.707777778,49.50564766,49.60829592
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.086683273,90,30,5,10,10,10,0.01711607,0.707777778,49.99822903,50.10202837
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.088264465,90,30,5,10,10,10,0.016996861,0.707777778,50.413275,50.51853633
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.074040413,81,27,6,9,9,9,0.015158176,0.716049383,44.54583359,44.63503218
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.080844402,81,27,6,9,9,9,0.015022755,0.716049383,44.98495388,45.08082104
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.075533152,81,27,6,9,9,9,0.015523911,0.716049383,44.83360171,44.92465878
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.073811769,81,27,6,9,9,9,0.015109301,0.716049383,44.90493417,44.99385524
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.073749542,81,27,6,9,9,9,0.015171289,0.716049383,44.23228502,44.32120585
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.073319912,81,27,6,9,9,9,0.015573502,0.716049383,44.94310665,45.03200006
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.067033529,72,24,7,8,8,8,0.017702341,0.726388889,39.18361259,39.26834846
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.066875458,72,24,7,8,8,8,0.013787508,0.726388889,38.90149927,38.98216224
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.067471743,72,24,7,8,8,8,0.014799595,0.726388889,40.049716,40.13198733
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.06776309,72,24,7,8,8,8,0.014395714,0.726388889,40.26758409,40.34974289
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.067530394,72,24,7,8,8,8,0.014308214,0.726388889,40.35967445,40.44151306
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.067409515,72,24,7,8,8,8,0.014517546,0.726388889,40.12672997,40.20865703
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.059373856,63,21,8,7,7,7,0.013014078,0.742857143,34.34443784,34.41682577
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.056566954,63,21,8,7,7,7,0.0136621,0.742857143,34.21162343,34.28185248
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.05912137,63,21,8,7,7,7,0.013890743,0.742857143,35.0002501,35.07326221
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.058504581,63,21,8,7,7,7,0.013833761,0.742857143,34.898839,34.97117734
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.059300423,63,21,8,7,7,7,0.014050722,0.742857143,34.28942561,34.36277676
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.057907581,63,21,8,7,7,7,0.013273239,0.742857143,34.61753106,34.68871188
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.050451994,54,18,9,6,6,6,0.013059855,0.751851852,29.40935493,29.47286677
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.050836325,54,18,9,6,6,6,0.013230324,0.751851852,29.97816038,30.04222703
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.051115513,54,18,9,6,6,6,0.012367487,0.751851852,30.01107979,30.07456279
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.052602053,54,18,9,6,6,6,0.012772799,0.751851852,30.15987039,30.22524524
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.050328732,54,18,9,6,6,6,0.01275897,0.751851852,30.06557298,30.12866068
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.051075935,54,18,9,6,6,6,0.012829304,0.751851852,30.18166161,30.24556684
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.044667721,45,15,10,5,5,5,0.012383223,0.762222222,25.13877988,25.19583082
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.044498444,45,15,10,5,5,5,0.012093067,0.762222222,24.62288213,24.67947364
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.044002295,45,15,10,5,5,5,0.012622833,0.762222222,24.88741446,24.94403958
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.044814348,45,15,10,5,5,5,0.012352467,0.762222222,24.72935224,24.78651905
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.041842461,45,15,10,5,5,5,0.012880325,0.762222222,24.60241342,24.6571362
examples/mnist/fcnn-mnist.keras,mnist,cluster,0.043932915,45,15,10,5,5,5,0.011833191,0.762222222,25.0198102,25.07557631
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.582679272,678,226,1,120,6,56.5,0.062416792,0.257522124,392.6997881,393.3448842
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.580322027,678,226,1,120,6,56.5,0.062082291,0.257522124,390.272862,390.9152663
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.582619905,678,226,1,120,6,56.5,0.063254118,0.257522124,390.3750458,391.0209198
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.580307007,678,226,1,120,6,56.5,0.062340021,0.257522124,394.0555961,394.6982431
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.581324339,678,226,1,120,6,56.5,0.059377909,0.257522124,393.5007098,394.141412
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.578023672,678,226,1,120,6,56.5,0.062732697,0.257522124,395.5923243,396.2330806
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.282934904,339,113,2,60,3,28.25,0.037768126,0.354277286,194.6957729,195.0164759
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.287634373,339,113,2,60,3,28.25,0.033917427,0.354277286,191.8783891,192.1999409
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.288723946,339,113,2,60,3,28.25,0.035164833,0.354277286,193.6020463,193.925935
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.28868413,339,113,2,60,3,28.25,0.03490448,0.354277286,193.1542926,193.4778812
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.287329912,339,113,2,60,3,28.25,0.038071871,0.354277286,194.2955425,194.6209443
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.289159775,339,113,2,60,3,28.25,0.033684015,0.354277286,195.1566792,195.4795229
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.199056387,228,76,3,40,2,19,0.027432919,0.414035088,134.4212494,134.6477387
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.198682785,228,76,3,40,2,19,0.029523849,0.414035088,133.9208999,134.1491065
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.199853897,228,76,3,40,2,19,0.026073933,0.414035088,131.3034303,131.5293581
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.202598095,228,76,3,40,2,19,0.027938604,0.414035088,130.0005562,130.2310929
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.198810101,228,76,3,40,2,19,0.027351141,0.414035088,131.9224172,132.1485784
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.201962233,228,76,3,40,2,19,0.026212454,0.414035088,130.3648651,130.5930398
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.147299767,171,57,4,30,2,14.25,0.023221493,0.449122807,97.4384377,97.60895896
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.148806095,171,57,4,30,2,14.25,0.022919416,0.449122807,97.46202874,97.63375425
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.148407221,171,57,4,30,2,14.25,0.022044182,0.449122807,96.99363899,97.16409039
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.148382902,171,57,4,30,2,14.25,0.022967339,0.449122807,98.32978463,98.50113487
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.147850752,171,57,4,30,2,14.25,0.023030758,0.449122807,97.38974142,97.56062293
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.147887945,171,57,4,30,2,14.25,0.024998665,0.449122807,97.14951181,97.32239842
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.124210596,141,47,5,24,2,11.75,0.020783663,0.478014184,82.51639271,82.66138697
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.123282194,141,47,5,24,2,11.75,0.02073431,0.478014184,81.79940009,81.9434166
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.125160933,141,47,5,24,2,11.75,0.021877766,0.478014184,80.34626102,80.49329972
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.124777555,141,47,5,24,2,11.75,0.021067381,0.478014184,81.87468505,82.02052999
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.124908447,141,47,5,24,2,11.75,0.021170616,0.478014184,81.16117692,81.30725598
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.12557435,141,47,5,24,2,11.75,0.020772219,0.478014184,81.79827356,81.94462013
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.099632025,114,38,6,20,1,9.5,0.018573999,0.49122807,65.0577271,65.17593312
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.100199699,114,38,6,20,1,9.5,0.018892527,0.49122807,65.16251898,65.2816112
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.101543903,114,38,6,20,1,9.5,0.018833876,0.49122807,65.34177518,65.46215296
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.100335598,114,38,6,20,1,9.5,0.018799067,0.49122807,65.60128379,65.72041845
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.100939512,114,38,6,20,1,9.5,0.018708467,0.49122807,65.70177937,65.82142735
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.09950304,114,38,6,20,1,9.5,0.019094706,0.49122807,65.69484425,65.81344199
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.086730003,102,34,7,18,1,8.5,0.018226385,0.503921569,58.95536566,59.06032205
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.089787006,102,34,7,18,1,8.5,0.018212795,0.503921569,58.77970624,58.88770604
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.090830803,102,34,7,18,1,8.5,0.018493891,0.503921569,57.97309732,58.08242202
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.090384722,102,34,7,18,1,8.5,0.017985821,0.503921569,58.86340427,58.97177482
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.090837717,102,34,7,18,1,8.5,0.01779294,0.503921569,58.16297698,58.27160764
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.090273142,102,34,7,18,1,8.5,0.01776576,0.503921569,59.42647886,59.53451777
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.077311039,87,29,8,15,1,7.25,0.017293215,0.510344828,50.07771993,50.17232418
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.076536894,87,29,8,15,1,7.25,0.01722908,0.510344828,49.70282364,49.79658961
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.076816797,87,29,8,15,1,7.25,0.016653538,0.510344828,49.2339716,49.32744193
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.07755065,87,29,8,15,1,7.25,0.016777515,0.510344828,50.04645514,50.14078331
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.077743053,87,29,8,15,1,7.25,0.016759634,0.510344828,49.23080444,49.32530713
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.077692747,87,29,8,15,1,7.25,0.016484499,0.510344828,49.92978239,50.02395964
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.074434519,81,27,9,14,1,6.75,0.016214371,0.516049383,46.3012948,46.39194369
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.072932959,81,27,9,14,1,6.75,0.016420364,0.516049383,46.75335145,46.84270477
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.072412252,81,27,9,14,1,6.75,0.015908003,0.516049383,47.05797696,47.14629722
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.073293447,81,27,9,14,1,6.75,0.015850067,0.516049383,46.65353608,46.7426796
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.072404623,81,27,9,14,1,6.75,0.016485453,0.516049383,46.45101094,46.53990102
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.073078394,81,27,9,14,1,6.75,0.015906811,0.516049383,46.08758307,46.17656827
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.065076113,72,24,10,12,1,6,0.015301228,0.518055556,40.64748621,40.72786355
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.065207005,72,24,10,12,1,6,0.015713453,0.518055556,40.64864039,40.72956085
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.064429045,72,24,10,12,1,6,0.015299797,0.518055556,41.43310022,41.51282907
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.064507961,72,24,10,12,1,6,0.015754938,0.518055556,41.39035916,41.47062206
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.065129757,72,24,10,12,1,6,0.015729427,0.518055556,40.76595449,40.84681368
examples/mnist/lenet5-mnist.keras,mnist,cluster,0.064721346,72,24,10,12,1,6,0.015337944,0.518055556,41.07433271,41.154392
