Model_Type,Dataset,Mutable_Layers,Mutation_Level,Mutate_time,Number_of_Mutants,ParHAC_Threshold,Number_of_Clusters,Max_Cluster_Sz,Min_Cluster_Sz,Mean_Cluster_Sz,Cluster_time,Mutation_Score,MS_time,Total_time
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.430441141,480,0.2,33,150,1,14.54545455,7.218294382,0.6,1.542764425,245.8016717
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.441702604,480,0.2,33,150,1,14.54545455,7.165029287,0.833333333,1.53216362,248.2464108
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.467321396,480,0.3,140,150,1,3.428571429,7.169075727,0.613333333,54.1679318,245.953171
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.435321569,480,0.3,154,150,1,3.116883117,7.190490484,0.639333333,61.52234483,247.930167
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.451008797,480,0.3,134,150,1,3.582089552,7.08093977,0.761111111,52.75609899,250.449682
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.45865941,480,0.3,138,150,1,3.47826087,6.759009838,0.688444444,53.9300437,246.3443208
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.452694654,480,0.3,142,150,1,3.38028169,7.13163805,0.754444444,54.41925335,248.0144613
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.448243618,480,0.3,136,150,1,3.529411765,7.19283247,0.710888889,55.878932,249.413837
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.479579687,480,0.35,205,145,1,2.341463415,7.089909315,0.518444444,82.53814602,246.4544978
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.461081982,480,0.35,193,146,1,2.487046632,7.080734015,0.744888889,82.03232098,249.1757247
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.458879232,480,0.35,199,143,1,2.412060302,7.074240923,0.817111111,85.48241806,249.6943483
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.463013649,480,0.35,200,143,1,2.4,6.897270918,0.767111111,84.95862651,245.4571154
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.46219039,480,0.35,198,146,1,2.424242424,7.190975428,0.741333333,86.2783587,247.4483411
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.440639019,480,0.35,203,145,1,2.36453202,7.230822563,0.705111111,83.45866966,249.4017775
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.485052347,480,0.4,262,133,1,1.832061069,7.029063702,0.761777778,123.7638674,244.8467388
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.467353106,480,0.4,249,136,1,1.927710843,7.159917116,0.784,109.6236789,248.9291191
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.458182096,480,0.4,261,134,1,1.83908046,7.104636669,0.468444444,115.9955626,249.4230928
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.459820271,480,0.4,262,133,1,1.832061069,6.86635685,0.618,115.7832286,248.0713098
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.454387188,480,0.4,257,131,1,1.86770428,7.107297659,0.768666667,116.5213382,249.4719956
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.444825649,480,0.4,263,135,1,1.825095057,7.207268953,0.565333333,119.2831979,248.738621
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.451927185,480,0.45,294,121,1,1.632653061,7.028777599,0.592222222,132.4839232,245.6804249
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.454457998,480,0.45,297,115,1,1.616161616,6.997391701,0.676222222,134.8808503,249.642998
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.443161488,480,0.45,299,117,1,1.605351171,7.071623564,0.616666667,136.6888216,251.0710955
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.469908476,480,0.45,298,117,1,1.610738255,6.648658037,0.762666667,130.3561521,242.4326384
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.442344189,480,0.45,296,115,1,1.621621622,7.20338273,0.744444444,135.9583192,247.9563401
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.441631079,480,0.45,300,111,1,1.6,7.094952822,0.749777778,134.8510222,247.8335218
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.437079906,480,0.5,314,108,1,1.52866242,7.015365124,0.758222222,141.0846388,247.2961211
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.458749533,480,0.5,315,108,1,1.523809524,7.04679203,0.755777778,144.2504222,250.1796443
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.448712111,480,0.5,314,106,1,1.52866242,7.027370691,0.591333333,144.1628222,250.9168477
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.457724333,480,0.5,315,104,1,1.523809524,6.785703182,0.619555556,139.7997129,243.0880303
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.443763018,480,0.5,315,109,1,1.523809524,7.118774891,0.550666667,143.0347021,248.8036366
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.440881014,480,0.5,317,105,1,1.514195584,7.155879736,0.642444444,146.0729904,248.490468
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.448356152,480,0.55,328,98,1,1.463414634,6.984143257,0.750888889,147.982935,245.3636332
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.453666925,480,0.55,328,95,1,1.463414634,7.088479757,0.745111111,149.7855372,249.0715716
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.441842794,480,0.55,328,96,1,1.463414634,7.028270245,0.646444444,152.0615454,252.1275964
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.461397648,480,0.55,327,95,1,1.467889908,6.56106329,0.558666667,147.3999214,243.9390116
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.471215248,480,0.55,328,96,1,1.463414634,7.144407511,0.744888889,156.1567898,248.8400717
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.463917255,480,0.55,335,94,1,1.432835821,7.140394688,0.564888889,153.6070266,251.6625438
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.482255936,480,0.6,350,68,1,1.371428571,7.083916187,0.736666667,159.8833363,246.4001784
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.462012768,480,0.6,349,68,1,1.375358166,7.163358688,0.649111111,160.8063159,249.191566
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.450488329,480,0.6,356,63,1,1.348314607,7.064455271,0.654,164.8072057,250.1909759
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.462002277,480,0.6,349,70,1,1.375358166,6.609957218,0.699111111,157.3231537,244.3716881
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.461925983,480,0.6,350,64,1,1.371428571,7.12479496,0.744888889,164.3300569,247.8455455
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.448621273,480,0.6,352,63,1,1.363636364,7.040285826,0.612,164.3526278,247.045191
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.483456612,480,0.65,377,43,1,1.273209549,6.976826906,0.713555556,178.8040752,245.8055489
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.456043482,480,0.65,379,34,1,1.266490765,7.036416531,0.678888889,176.4915996,250.3868783
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.447266579,480,0.65,386,35,1,1.243523316,7.030939817,0.718444444,179.2101126,249.6900299
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.454869032,480,0.65,384,33,1,1.25,6.62229228,0.718666667,177.3145697,246.0301824
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.452803373,480,0.65,382,38,1,1.256544503,7.165524721,0.718,181.0708957,249.0820942
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.438735008,480,0.65,386,29,1,1.243523316,7.170346498,0.721111111,178.8144236,250.918988
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.482518435,480,0.7,412,4,1,1.165048544,7.022874832,0.718888889,189.8114781,246.8375673
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.454681396,480,0.7,414,6,1,1.15942029,7.097202539,0.713111111,192.5396769,248.1940351
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.4478755,480,0.7,415,4,1,1.156626506,6.999840498,0.678222222,196.1408844,252.1063778
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.459780455,480,0.7,410,12,1,1.170731707,6.801796913,0.688888889,186.6981428,243.2705746
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.459291697,480,0.7,409,6,1,1.173594132,7.077008486,0.69,193.4578238,248.2550335
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.454754114,480,0.7,413,4,1,1.162227603,7.072574615,0.663777778,194.0711856,249.6299887
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.465951681,480,0.8,461,3,1,1.041214751,6.886392355,0.683555556,217.4020927,246.6020808
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.476572275,480,0.8,458,3,1,1.048034934,7.031847,0.691333333,215.359956,248.8213995
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.456749201,480,0.8,464,2,1,1.034482759,6.999403238,0.689777778,220.4276881,251.0574996
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.452287674,480,0.8,463,3,1,1.036717063,6.76219368,0.688222222,217.0281601,248.022377
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.4610672,480,0.8,462,4,1,1.038961039,7.052459478,0.695111111,221.6056089,249.0275834
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.455332279,480,0.8,463,3,1,1.036717063,7.137628078,0.697777778,222.5923891,250.6001933
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.48230505,480,0.9,473,2,1,1.014799154,7.046097755,0.689555556,226.0521982,248.6865299
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.436524153,480,0.9,473,2,1,1.014799154,7.058732271,0.686444444,223.3818054,249.4111259
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.445695639,480,0.9,473,2,1,1.014799154,6.88808465,0.680444444,223.9597011,250.3704252
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.45625329,480,0.9,473,2,1,1.014799154,6.57109189,0.683333333,219.24318,245.0098879
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.429899216,480,0.9,473,2,1,1.014799154,7.032432795,0.685111111,224.8772597,247.7598081
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.457059383,480,0.9,472,2,1,1.016949153,7.195584774,0.686444444,218.1300726,248.9774027
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.457095385,480,0.99,480,1,1,1,6.886886358,0.686666667,229.9290483,247.9197433
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.458001137,480,0.99,480,1,1,1,6.98465085,0.686666667,227.7585969,250.3453329
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.444031715,480,0.99,480,1,1,1,6.951089382,0.686666667,227.9804463,250.8369763
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.464707613,480,0.99,480,1,1,1,6.550880671,0.686666667,220.0294402,242.5403204
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.430458307,480,0.99,480,1,1,1,7.091062069,0.686666667,229.6969113,248.1588523
examples/kmnist/fcnn-kmnist.keras,kmnist,3,cluster,0.456928492,480,0.99,480,1,1,1,7.067242861,0.686666667,229.8541241,247.8902345
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.594179153,708,0.1,38,360,1,18.63157895,6.947763443,0.733775811,13.98197222,403.0333374
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.604671478,708,0.1,37,360,1,19.13513514,6.990023851,0.582300885,14.71656013,402.7796071
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.612684011,708,0.1,37,360,1,19.13513514,6.960911512,0.565781711,14.66439319,401.2601016
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.619127274,708,0.1,40,360,1,17.7,6.747151852,0.556489676,16.33344293,396.4695387
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.609937429,708,0.1,37,360,1,19.13513514,6.984330177,0.454129794,16.21926618,401.9781981
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.608494997,708,0.1,37,360,1,19.13513514,6.976635933,0.306932153,16.49977207,401.7237928
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.603330612,708,0.2,109,360,1,6.495412844,6.881114483,0.75,41.38149047,398.9727979
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.620103359,708,0.2,111,360,1,6.378378378,6.963969469,0.733185841,45.76596284,404.409817
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.618826628,708,0.2,104,360,1,6.807692308,6.901996136,0.128466077,41.50602531,400.9986265
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.613145113,708,0.2,108,360,1,6.555555556,6.614544868,0.823746313,43.73188949,398.6630642
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.610236168,708,0.2,106,360,1,6.679245283,6.900906563,0.605457227,42.88570237,399.5518351
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.619561195,708,0.2,109,360,1,6.495412844,6.988959551,0.893362832,45.07403541,396.3753321
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.6063869,708,0.3,243,336,1,2.913580247,6.858837843,0.815339233,116.9232309,398.0271692
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.614732981,708,0.3,249,337,1,2.843373494,6.91348958,0.202949853,123.7923613,402.7503178
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.612808943,708,0.3,243,335,1,2.913580247,6.964553356,0.69100295,118.6893938,401.9641173
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.609671116,708,0.3,248,336,1,2.85483871,6.512231112,0.201622419,119.5057716,400.7277184
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.595379353,708,0.3,238,340,1,2.974789916,6.814300537,0.785545723,115.7577305,403.1492782
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.609570503,708,0.3,245,336,1,2.889795918,6.97771883,0.725516224,127.1518393,401.3769648
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.609926701,708,0.35,353,281,1,2.005665722,6.84444046,0.381415929,191.208508,397.2427044
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.615231514,708,0.35,365,267,1,1.939726027,6.89172101,0.373156342,187.737896,404.2300498
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.622559071,708,0.35,347,276,1,2.040345821,6.896068811,0.675811209,176.4321971,402.3865154
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.616042376,708,0.35,344,279,1,2.058139535,6.445022583,0.738938053,173.6809905,398.7817974
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.608126879,708,0.35,360,264,1,1.966666667,6.893907547,0.692920354,196.7226458,400.7483454
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.612541914,708,0.35,363,260,1,1.950413223,6.918255329,0.312831858,195.648212,399.857821
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.601458311,708,0.4,437,203,1,1.6201373,6.887761354,0.673303835,231.2334521,400.7825458
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.61401248,708,0.4,436,199,1,1.623853211,6.724790335,0.665044248,227.1067674,404.0434778
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.612563848,708,0.4,433,203,1,1.635103926,6.74139452,0.673893805,225.1692128,403.2203491
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.622799158,708,0.4,438,199,1,1.616438356,6.388952732,0.638053097,224.094487,395.1372571
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.601634026,708,0.4,439,192,1,1.612756264,6.744022369,0.68259587,240.0305502,402.7538102
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.621757507,708,0.4,451,193,1,1.569844789,6.757563829,0.586578171,232.6719558,399.5764446
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.594093084,708,0.45,501,126,1,1.413173653,6.785089731,0.474041298,266.0723426,404.5394311
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.621607304,708,0.45,499,119,1,1.418837675,6.706784248,0.633185841,262.480185,404.5541575
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.622792482,708,0.45,501,129,1,1.413173653,6.748467922,0.64100295,263.9111097,403.0527353
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.614416838,708,0.45,493,143,1,1.436105477,6.476508141,0.64439528,253.6783557,396.2873566
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.605047941,708,0.45,512,101,1,1.3828125,6.7581141,0.615044248,266.0632088,400.9686401
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.612142086,708,0.45,489,141,1,1.447852761,6.683906794,0.664159292,265.0806909,398.3587985
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.605617046,708,0.5,561,30,1,1.262032086,6.723440647,0.548377581,294.1977198,400.568933
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.607048512,708,0.5,577,10,1,1.227036395,6.726163864,0.583775811,308.4329226,405.7548459
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.612303495,708,0.5,559,39,1,1.266547406,6.732139349,0.589823009,293.0315893,399.6670868
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.608790874,708,0.5,574,8,1,1.233449477,6.365905523,0.565781711,299.0217843,396.0922246
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.604248285,708,0.5,574,16,1,1.233449477,6.779149771,0.544690265,298.5247335,400.2315726
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.619408131,708,0.5,558,42,1,1.268817204,6.756906748,0.539233038,301.9997222,401.725214
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.611559629,708,0.55,598,4,1,1.183946488,6.796534538,0.5679941,316.9449286,402.3584685
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.612568378,708,0.55,601,2,1,1.178036606,6.699313402,0.577286136,319.3068631,403.4026029
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.619061947,708,0.55,597,4,1,1.185929648,6.473276854,0.566224189,316.6774883,402.6490154
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.615003824,708,0.55,593,4,1,1.193929174,6.446162224,0.571238938,309.9648726,396.9549823
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.60594964,708,0.55,601,4,1,1.178036606,6.741915226,0.568141593,323.2461877,403.4087737
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.618820667,708,0.55,603,2,1,1.174129353,6.637481451,0.559439528,321.4157312,399.762737
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.60700798,708,0.6,619,2,1,1.143780291,6.76984787,0.583775811,333.5044205,401.8020434
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.617197514,708,0.6,623,2,1,1.136436597,6.661475182,0.560471976,333.1262214,404.711473
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.618746519,708,0.6,612,2,1,1.156862745,6.689479351,0.557669617,322.0724061,399.3941293
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.62248683,708,0.6,610,2,1,1.160655738,6.381472111,0.573746313,313.0437744,390.4013336
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.599793196,708,0.6,613,2,1,1.15497553,6.683188915,0.562536873,331.7408986,403.7744839
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.603719711,708,0.6,613,2,1,1.15497553,6.6482265,0.569911504,331.6912596,399.7316628
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.607151031,708,0.65,630,2,1,1.123809524,6.646744967,0.574483776,340.9868312,404.4473782
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.607014418,708,0.65,635,2,1,1.11496063,6.688620567,0.567699115,341.1919825,406.9107888
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.617719173,708,0.65,626,2,1,1.130990415,6.640511036,0.557817109,329.1439509,398.6614406
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.615050316,708,0.65,644,2,1,1.099378882,6.329950094,0.564306785,338.3534935,397.5002825
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.607061148,708,0.65,629,2,1,1.125596184,6.692351341,0.57079646,342.1494,400.1762388
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.603883982,708,0.65,639,2,1,1.107981221,6.366231203,0.563864307,335.3328526,399.9999657
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.616091728,708,0.7,653,2,1,1.084226646,9.337635279,0.578023599,347.8915758,405.423079
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.611564398,708,0.7,647,2,1,1.094281298,6.604890347,0.568731563,345.8727601,403.8159518
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.620404005,708,0.7,656,2,1,1.079268293,6.66888833,0.568879056,348.1468449,401.3755322
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.611995697,708,0.7,653,2,1,1.084226646,6.330076456,0.578318584,341.8226147,395.0036819
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.604946852,708,0.7,651,2,1,1.087557604,6.611515999,0.565044248,346.4588914,399.8197544
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.612716675,708,0.7,651,2,1,1.087557604,6.299260139,0.575958702,346.2683136,395.9645059
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.615000248,708,0.8,669,2,1,1.058295964,6.639235497,0.584955752,363.9597909,403.8852463
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.620629787,708,0.8,671,2,1,1.05514158,6.582468987,0.569616519,357.4793453,401.9157865
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.612093449,708,0.8,668,2,1,1.05988024,6.591808081,0.565044248,352.0451095,397.9390779
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.614860773,708,0.8,671,2,1,1.05514158,6.346022844,0.580530973,354.9591467,398.0907602
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.605844021,708,0.8,669,2,1,1.058295964,6.546889544,0.559734513,358.8421412,400.1048739
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.603629351,708,0.8,671,2,1,1.05514158,6.293607235,0.572713864,357.967181,394.5163631
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.605886221,708,0.9,680,2,1,1.041176471,6.547286034,0.564896755,368.5269556,397.765368
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.605871201,708,0.9,681,2,1,1.039647577,6.620978832,0.571976401,368.3326619,407.6588328
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.611437321,708,0.9,682,2,1,1.038123167,6.538454056,0.581710914,360.9389145,399.1903191
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.612751007,708,0.9,682,2,1,1.038123167,6.201678276,0.567256637,354.4863162,391.998636
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.604882002,708,0.9,681,2,1,1.039647577,6.547399282,0.563274336,368.1805089,399.3604658
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.597171307,708,0.9,681,2,1,1.039647577,6.3078444,0.56519174,360.6568542,399.7222004
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,1.170819044,708,0.99,708,1,1,1,6.564083815,0.569616519,381.0304139,724.1813622
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.607923269,708,0.99,708,1,1,1,6.585675001,0.569616519,378.4917605,402.3826766
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.625199318,708,0.99,708,1,1,1,6.628258467,0.569616519,378.847003,403.3622935
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.616225004,708,0.99,708,1,1,1,6.487435341,0.569616519,371.2549438,395.1198928
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.608573675,708,0.99,708,1,1,1,6.508512259,0.569616519,381.8375759,399.8239846
examples/kmnist/lenet5-kmnist.keras,kmnist,4,cluster,0.612021446,708,0.99,708,1,1,1,6.484961271,0.569616519,381.4527118,391.1940036
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.463658333,480,0.1,23,150,1,20.86956522,7.34834671,0.7,1.650429964,270.549716
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.456065178,480,0.1,23,150,1,20.86956522,7.253089666,0.266666667,1.683265924,275.4802237
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.442138195,480,0.1,23,150,1,20.86956522,7.261024952,0.7,1.660653114,276.7479718
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.4486413,480,0.1,24,150,1,20,7.310305834,0.633333333,1.712715149,268.8863933
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.436835766,480,0.1,23,150,1,20.86956522,7.177526712,0.266666667,1.674781084,274.356703
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.4542346,480,0.1,23,150,1,20.86956522,7.308751583,0.233333333,1.711287022,273.1218624
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.490822792,480,0.2,33,150,1,14.54545455,7.377869368,0.333333333,1.663928509,272.0738394
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.447250366,480,0.2,33,150,1,14.54545455,7.263319254,0.8,1.676839352,274.0494177
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.445552349,480,0.2,33,150,1,14.54545455,7.251642704,0.333333333,1.685693026,276.8312097
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.438055277,480,0.2,33,150,1,14.54545455,7.474493504,0.633333333,1.68478775,271.6521444
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.433156967,480,0.2,33,150,1,14.54545455,7.24502492,0.866666667,1.71868515,275.9658732
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.44380784,480,0.2,33,150,1,14.54545455,7.153711081,0.633333333,1.674658298,272.1924167
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.476316929,480,0.3,136,150,1,3.529411765,7.203029871,0.642888889,58.64358091,271.7155035
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.449864388,480,0.3,130,150,1,3.692307692,7.259759903,0.119333333,55.69024777,276.9451396
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.461699963,480,0.3,130,150,1,3.692307692,7.17067194,0.548222222,55.85743737,276.5490537
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.478786469,480,0.3,127,150,1,3.779527559,7.266273499,0.535777778,48.33707094,272.4627576
examples/mnist/fcnn-mnist.keras,mnist,3,cluster,0.458243132,480,0.3,121,150,1,3.966942149,7.201707602,0.687777778,53.93013167,275.9642794
